"","purpose","month","Akershus","Aust-Agder","Buskerud","Finnmark - Finnmárku","Hedmark","Hordaland","Møre og Romsdal","Nordland","Oppland","Oslo","Rogaland","Sogn og Fjordane","Svalbard","Telemark","Troms - Romsa","Vest-Agder","Vestfold","Østfold","Trondelag","Norge"
"835","Overnattinger i alt",1990-07-01,51862,45693,154930,62496,61569,195673,65638,100350,255236,184204,45611,110487,0,85594,40230,65979,40934,20227,112672,1699385
"836","Overnattinger i alt",1990-08-01,56262,25199,124263,40499,52216,186122,54565,65627,206732,198469,62869,93196,0,66053,34043,32580,31142,18697,95557,1444091
"837","Overnattinger i alt",1990-09-01,42899,15995,98042,20840,36775,112552,35929,43011,145490,142913,54689,44157,0,53654,24960,22300,20614,15995,73163,1003978
"838","Overnattinger i alt",1990-10-01,41704,13567,78244,16152,31244,83118,28576,41676,79845,136629,57049,26581,0,40793,24643,21415,22417,13916,64972,822541
"839","Overnattinger i alt",1990-11-01,37449,10041,66531,15472,31464,74189,31614,42955,78664,111051,52494,23789,0,37783,23268,21380,22542,13786,65124,759596
"840","Overnattinger i alt",1990-12-01,22012,13458,84603,8689,28757,47772,19288,24406,81372,70441,31345,14620,0,38997,13934,12159,11454,8226,40503,572036
"841","Overnattinger i alt",1991-01-01,28723,21706,121797,9846,39778,51114,17090,28643,120557,89148,36528,13384,0,52744,18235,13673,13935,7796,47525,732222
"842","Overnattinger i alt",1991-02-01,30132,31814,215419,14501,56556,67605,22234,41674,206271,92346,44151,22226,0,78786,24943,19675,17552,9625,60559,1056069
"843","Overnattinger i alt",1991-03-01,29541,31593,228861,16199,67424,85559,28519,39214,235912,93684,48573,25613,0,86497,23885,27692,17408,10984,75170,1172328
"844","Overnattinger i alt",1991-04-01,34400,20538,141579,18252,38702,82273,30562,41157,112412,109478,54904,23387,0,48450,28638,21927,21523,13487,65117,906786
"845","Overnattinger i alt",1991-05-01,37269,13696,53840,15950,21190,117802,36889,36935,49761,136733,51007,45258,0,32614,26002,22430,20791,13579,56034,787780
"846","Overnattinger i alt",1991-06-01,53136,29112,102070,55758,49051,182279,63528,83772,153363,184993,71702,90721,0,58041,48669,43466,35068,19022,106775,1430526
"847","Overnattinger i alt",1991-07-01,52124,58610,168312,82563,71621,203856,75373,107641,260708,188507,63878,120103,0,103800,55971,88902,48973,17666,134122,1902730
"848","Overnattinger i alt",1991-08-01,52240,29698,141250,48342,59149,194211,58565,71974,207333,203784,70520,99549,0,69270,40842,45539,32467,21346,96741,1542820
"849","Overnattinger i alt",1991-09-01,40768,16595,98855,21515,35391,109690,38110,48907,141354,144270,59843,46351,0,53490,32481,23593,25253,13976,67231,1017673
"850","Overnattinger i alt",1991-10-01,42677,15347,77581,18191,31377,88994,31649,48095,80368,134815,61401,29387,0,40091,29915,23824,22814,12954,74107,863587
"851","Overnattinger i alt",1991-11-01,39454,11018,70796,19124,31963,77198,32048,46230,79168,123203,56642,25147,0,39646,32726,23169,26604,13379,66775,814290
"852","Overnattinger i alt",1991-12-01,22007,14473,82656,10441,32107,50669,18298,25803,88028,71799,34194,14325,0,41366,17888,12358,12884,8851,40077,598224
"853","Overnattinger i alt",1992-01-01,29966,29502,127092,12159,44302,53787,22644,30973,134833,94731,40886,15605,0,54155,21381,14362,14541,9610,53847,804376
"854","Overnattinger i alt",1992-02-01,32037,36106,204940,16208,59414,81070,22919,43228,218091,101908,47670,22150,0,75570,27212,19676,16507,10551,62268,1097525
"855","Overnattinger i alt",1992-03-01,35419,35602,170008,20090,56784,84790,35371,54382,203820,111155,61605,26570,0,61451,38848,22408,22234,13094,78511,1132142
"856","Overnattinger i alt",1992-04-01,25464,22928,135913,16453,35711,73268,25058,34251,137821,91967,45754,22009,0,41934,22906,16832,16412,10395,63573,838649
"857","Overnattinger i alt",1992-05-01,40664,17350,67018,19497,24046,119214,36573,46383,62121,140038,58382,43662,0,35836,32002,26574,23124,15983,59398,867865
"858","Overnattinger i alt",1992-06-01,55246,29956,103558,59322,47554,180646,68184,91826,158769,180265,73081,95744,0,68863,54692,45815,32729,18534,105694,1470478
"859","Overnattinger i alt",1992-07-01,59826,64294,178495,86136,76538,219658,85346,120696,292665,224620,66680,134862,0,115429,58377,86643,51257,18991,139381,2079894
"860","Overnattinger i alt",1992-08-01,60683,39000,146852,52122,55615,199571,65379,73226,232804,219345,80200,108979,0,72248,41633,40768,31083,19991,108052,1647551
"861","Overnattinger i alt",1992-09-01,44065,17909,107220,28835,38845,105118,42682,53347,157537,157063,67113,49260,0,57298,32262,21808,23587,16082,65934,1085965
"862","Overnattinger i alt",1992-10-01,42317,16261,76881,20053,33244,76300,34818,46965,91809,141274,64006,28415,0,41144,35329,21937,21661,16036,69619,878069
"863","Overnattinger i alt",1992-11-01,37818,9459,66318,17670,32446,73996,33224,43724,81519,119264,60208,26476,0,32515,30479,22146,20331,13476,64794,785863
"864","Overnattinger i alt",1992-12-01,21561,13121,83491,10612,32355,48360,20443,25282,91564,74910,38701,19028,0,34028,18524,12657,11123,8730,44783,609273
"865","Overnattinger i alt",1993-01-01,29334,26411,135415,12328,50226,51895,18208,27555,148102,100042,44923,15250,0,47569,24798,15880,14966,8763,57263,828928
"866","Overnattinger i alt",1993-02-01,33401,35367,200952,16121,70360,73087,21517,38450,227026,106643,51510,23011,0,62933,27552,19534,17272,10573,75627,1110936
"867","Overnattinger i alt",1993-03-01,39954,36573,182019,20887,67628,83323,35140,54329,223459,125267,67285,28259,0,58389,34505,25713,21162,14252,90263,1208407
"868","Overnattinger i alt",1993-04-01,27892,25449,148248,16679,40285,82467,27415,36077,153380,93975,50599,23959,0,46274,23930,20127,16262,9162,70172,912352
"869","Overnattinger i alt",1993-05-01,38958,14804,58934,19182,23113,115832,35630,40482,63832,147180,56381,44695,0,35255,29264,22585,20023,13565,56356,836071
"870","Overnattinger i alt",1993-06-01,64698,27349,115940,64481,50088,205780,73973,90421,195965,210101,79401,106236,0,72758,57739,47111,34614,21148,109702,1627505
"871","Overnattinger i alt",1993-07-01,65156,64139,196973,86776,79332,236918,90189,114795,344320,242037,65785,135461,0,132804,69157,88799,47564,20990,146193,2227388
"872","Overnattinger i alt",1993-08-01,67868,34555,152795,48984,61041,201239,68322,73116,262988,218913,70263,108017,0,81358,42929,42867,31081,19485,116242,1702063
"873","Overnattinger i alt",1993-09-01,49559,18592,105212,23722,37028,119410,42669,51648,176484,163146,63963,47788,0,61155,36278,23803,22382,16867,67550,1127256
"874","Overnattinger i alt",1993-10-01,42827,17189,74823,17548,32369,90452,34085,46698,108077,147237,60189,27198,0,44090,35181,21117,22470,14090,70759,906399
"875","Overnattinger i alt",1993-11-01,42513,15024,73845,17416,31820,78574,32810,41305,108635,132976,63610,25601,0,32304,32756,24498,20878,14009,74521,863095
"876","Overnattinger i alt",1993-12-01,24703,18145,84612,11119,27445,51693,20335,24472,108380,94263,39877,16394,0,34633,21319,12561,11345,8480,43842,653618
"877","Overnattinger i alt",1994-01-01,35588,28847,130724,12818,51099,58967,19004,28665,193622,115788,47366,13820,0,53945,25537,17264,14775,9841,68342,926012
"878","Overnattinger i alt",1994-02-01,40947,37032,183531,12396,67721,72182,18049,31658,266989,152122,45909,20543,0,74758,25022,18506,11570,9504,69943,1158382
"879","Overnattinger i alt",1994-03-01,39394,34705,192805,19280,65801,85073,33078,49503,269310,132598,57023,26980,0,79843,36371,27019,20772,12287,97900,1279742
"880","Overnattinger i alt",1994-04-01,37786,24797,135634,19170,38904,85851,29587,40635,152765,126413,57808,29843,0,45249,31039,23894,21566,15077,73884,989902
"881","Overnattinger i alt",1994-05-01,42552,15240,58497,21336,24051,132390,39795,43807,62802,174413,60380,49974,0,33127,29103,26292,21993,14186,60774,910712
"882","Overnattinger i alt",1994-06-01,72360,31961,120107,70668,52985,214642,78415,98188,202579,242124,81005,110296,0,71539,63825,47240,37801,20021,122678,1738434
"883","Overnattinger i alt",1994-07-01,64629,66884,183743,90092,81679,235802,94414,119353,352375,257981,75239,139532,0,124470,74670,96983,46688,19259,145276,2269069
"884","Overnattinger i alt",1994-08-01,67366,38324,156155,50308,57968,217538,72542,68260,250624,259901,85709,114630,0,81589,47980,49594,32192,20469,116362,1787511
"885","Overnattinger i alt",1994-09-01,46189,22540,102397,25658,42292,126895,45650,46568,164037,185750,65078,51945,0,58513,36952,25492,22040,15893,77570,1161459
"886","Overnattinger i alt",1994-10-01,43912,16897,71507,18002,29345,87817,32821,46538,89735,172294,63519,31457,0,40521,33655,25536,21214,15176,75344,915290
"887","Overnattinger i alt",1994-11-01,42004,13693,70681,18941,33286,78911,35066,43845,83012,153158,64601,26302,0,33933,36412,21633,19514,14206,68984,858182
"888","Overnattinger i alt",1994-12-01,25188,14045,85950,11244,30885,60040,22753,27068,108231,107315,38252,16895,0,38808,20852,13875,11617,9063,48002,690083
"889","Overnattinger i alt",1995-01-01,35940,27311,138406,13150,44382,70178,20427,29567,212294,125324,49558,11962,0,55163,25795,18713,14720,9142,62176,964208
"890","Overnattinger i alt",1995-02-01,36994,32634,192118,15864,57390,79452,24446,38739,270891,138048,54327,19137,0,75496,27022,24279,16062,15692,89184,1207775
"891","Overnattinger i alt",1995-03-01,44649,32541,195500,23335,68027,103357,36859,53873,281998,154249,68371,25607,0,73474,32355,25160,19486,16763,98422,1354026
"892","Overnattinger i alt",1995-04-01,30610,25233,160900,16193,41083,91167,27258,34903,180651,114209,51177,23385,0,50670,23655,20529,16392,10144,79976,998135
"893","Overnattinger i alt",1995-05-01,48729,15582,64178,21396,24362,148979,37307,47215,62081,187717,60085,45806,0,36756,35662,25637,23039,14478,61304,960313
"894","Overnattinger i alt",1995-06-01,63064,31645,115626,65541,47686,218216,74761,103623,176837,221595,75017,96063,0,65847,59323,44781,36867,22166,111506,1630164
"895","Overnattinger i alt",1995-07-01,64748,57491,190448,78443,82314,253627,98518,132496,345866,260717,76653,136111,0,120942,69396,84760,48225,19467,152448,2272670
"896","Overnattinger i alt",1995-08-01,65307,34199,144473,43087,66708,224496,69535,73662,237343,248908,76270,107259,0,77571,42722,40035,33983,23358,106450,1715366
"897","Overnattinger i alt",1995-09-01,51897,20811,106836,22820,42018,136416,48130,48423,170983,195971,62549,51619,0,57788,37863,27122,23679,17285,77842,1200052
"898","Overnattinger i alt",1995-10-01,49074,18169,71070,16389,29582,96598,37824,46733,93945,178658,57469,25943,0,40716,36005,23562,20825,13593,78229,934384
"899","Overnattinger i alt",1995-11-01,43983,14463,68060,17137,31469,88924,35650,45777,84770,164566,61072,21121,0,35812,38315,23731,21060,14320,75699,885929
"900","Overnattinger i alt",1995-12-01,26533,17592,89555,10590,34054,58255,21885,27009,123937,112616,37910,13594,0,40247,22889,16712,12743,8831,49284,724236
"901","Overnattinger i alt",1996-01-01,36172,20005,129772,12466,42942,59349,23296,31165,205816,130195,48163,14190,0,53442,28056,21507,15621,8351,64695,945203
"902","Overnattinger i alt",1996-02-01,38324,33385,200522,15369,63948,69302,26651,43111,292767,148266,53149,19345,0,84004,32167,26955,18385,13237,90596,1269483
"903","Overnattinger i alt",1996-03-01,45686,34736,189598,19551,66817,96062,36889,61535,281485,167479,64669,24056,0,71139,40392,28065,21612,14763,96989,1361523
"904","Overnattinger i alt",1996-04-01,36786,23887,138256,17490,36339,82783,26726,39188,174837,121336,51825,21491,0,53100,30153,25345,19736,11281,72243,982802
"905","Overnattinger i alt",1996-05-01,49689,14470,51980,18569,23313,142811,39323,46848,58040,200273,63441,44841,0,34205,35026,26952,21283,15806,62763,949633
"906","Overnattinger i alt",1996-06-01,70786,33755,111935,56855,54834,230443,82402,104213,204725,248339,82543,101476,0,68152,67045,51328,35717,22378,125825,1752751
"907","Overnattinger i alt",1996-07-01,66790,68053,179030,65974,86896,262287,98418,123320,362145,278434,72793,135934,0,113386,69406,112360,49642,22173,151121,2318162
"908","Overnattinger i alt",1996-08-01,64393,39082,141885,37747,59408,223833,74479,77513,262267,279552,79527,104236,0,74298,47083,56828,38431,20698,126499,1807759
"909","Overnattinger i alt",1996-09-01,51407,22200,100964,23021,39161,134312,43544,51358,164261,211418,67586,52065,0,54729,40817,34479,23488,19041,84612,1218463
"910","Overnattinger i alt",1996-10-01,49571,18282,73529,18091,29151,98033,38367,49751,96295,200010,68531,28747,0,44400,41406,34657,21813,16415,81434,1008483
"911","Overnattinger i alt",1996-11-01,47125,15070,82188,17494,34661,90254,35853,46411,96117,188039,66568,25671,0,36393,40363,28219,21982,15368,78040,965816
"912","Overnattinger i alt",1996-12-01,28918,14932,88752,11636,31020,61347,21834,26650,119254,126721,40087,13546,0,37355,23219,17059,11482,9120,48696,731628
"913","Overnattinger i alt",1997-01-01,40957,23840,129364,11799,38665,65334,23793,30245,195804,143226,53224,13078,0,49359,27042,22251,16176,9097,67341,960595
"914","Overnattinger i alt",1997-02-01,42905,33185,200978,15228,49645,78860,25546,38297,267268,148383,60167,19313,0,70592,32961,30714,15941,11642,100806,1242431
"915","Overnattinger i alt",1997-03-01,39287,37517,229582,18721,66557,86609,33225,42433,326439,144912,60129,22405,0,76415,33662,32235,17286,12488,98768,1378670
"916","Overnattinger i alt",1997-04-01,49300,23791,122501,19987,33562,97924,34355,50384,116657,188867,72449,24775,0,41544,39331,31324,23157,16266,84258,1070432
"917","Overnattinger i alt",1997-05-01,49240,17747,56967,17457,22454,151052,38916,46039,58623,216446,66421,44040,0,30996,35890,32667,22636,16913,75593,1000097
"918","Overnattinger i alt",1997-06-01,69759,29358,117569,54144,48365,228085,83556,99671,197425,246137,88498,99452,0,69850,66108,56587,34968,24058,126255,1739845
"919","Overnattinger i alt",1997-07-01,62296,61995,166629,69721,73633,256077,103585,124481,313942,276339,80613,136825,0,122877,62253,121187,47800,21443,166094,2267790
"920","Overnattinger i alt",1997-08-01,72602,39832,154044,41675,57131,237989,83211,85802,252255,289176,84378,116779,0,87056,46746,59409,34887,23058,132404,1898434
"921","Overnattinger i alt",1997-09-01,60326,21944,100131,24032,37823,144100,48131,52529,161698,228999,73936,54462,0,59665,41755,34202,22552,18281,96392,1280958
"922","Overnattinger i alt",1997-10-01,56750,17747,79381,18472,30348,106196,39650,53057,105584,218713,75954,28994,0,44113,40874,31426,23813,16047,89935,1077054
"923","Overnattinger i alt",1997-11-01,53379,13068,77715,18746,33312,95975,38447,48931,100018,207554,74905,26712,0,42797,40634,27835,22712,17274,83739,1023753
"924","Overnattinger i alt",1997-12-01,32482,15899,97151,10582,31849,62743,25551,27417,114231,139201,47720,16928,0,39762,25294,17096,13531,11398,50380,779215
"925","Overnattinger i alt",1998-01-01,40532,18420,139063,12095,44635,66050,26171,30333,186698,164540,61497,13117,0,50222,32852,20206,17438,10938,72056,1006863
"926","Overnattinger i alt",1998-02-01,44532,23717,195443,13773,57964,85511,28546,41901,259302,163840,65264,19375,0,71178,35973,24201,20966,14038,83659,1249183
"927","Overnattinger i alt",1998-03-01,56843,23954,184838,20789,63287,102938,41850,58967,260578,204966,77831,25605,0,73453,43319,31514,23961,18641,102628,1415962
"928","Overnattinger i alt",1998-04-01,38867,22528,153454,16024,44317,88674,31441,44083,170846,150727,58101,25806,0,56716,32191,26371,18091,14847,77587,1070671
"929","Overnattinger i alt",1998-05-01,54187,17369,59653,21753,24652,155007,43478,49210,63157,227682,71697,48915,0,49841,38838,34578,26077,17926,70215,1074235
"930","Overnattinger i alt",1998-06-01,75649,31503,117734,55267,48733,224974,81641,106218,186470,266488,87683,103163,0,63569,65452,47898,34396,23413,118372,1738623
"931","Overnattinger i alt",1998-07-01,69475,74345,175629,71022,75137,276098,109771,138693,342853,302437,85480,137261,0,123120,78140,116442,49640,20877,150183,2396603
"932","Overnattinger i alt",1998-08-01,79888,38643,169282,44517,58421,263905,92080,90715,275788,314033,93556,121338,0,92508,54425,52691,38498,23636,129451,2033375
"933","Overnattinger i alt",1998-09-01,63844,21300,106229,24885,40917,167478,52974,53423,165380,240800,83300,54814,0,67040,42456,35708,29881,17666,96694,1364789
"934","Overnattinger i alt",1998-10-01,76512,17492,81797,17139,31766,122629,46912,53275,101510,236108,80064,31790,0,56795,44289,32181,29366,16827,93254,1169706
"935","Overnattinger i alt",1998-11-01,70706,13776,72882,16274,35062,111551,41995,48177,93731,212344,79566,28231,0,49491,44376,29504,25810,15700,83020,1072196
"936","Overnattinger i alt",1998-12-01,42049,16514,98809,10655,36706,76598,26691,29871,113789,137292,53858,16781,0,46381,25392,18121,14474,10080,54433,828494
"937","Overnattinger i alt",1999-01-01,58010,20908,130316,10989,45993,74765,25469,31126,190064,154137,67018,13343,0,55615,32242,23005,14381,9407,75369,1032157
"938","Overnattinger i alt",1999-02-01,59241,29038,189452,15304,65160,91279,30127,44800,260950,169084,75573,18200,0,74054,35044,28541,16897,12110,104539,1319393
"939","Overnattinger i alt",1999-03-01,65280,32629,203888,18075,70299,102849,37725,53320,285978,180323,75798,25129,0,75853,38146,34898,20395,14045,106766,1441396
"940","Overnattinger i alt",1999-04-01,55284,26241,143985,18915,42805,104648,37107,47436,164650,161692,75777,26076,0,52348,37145,31379,20516,15351,84233,1145588
"941","Overnattinger i alt",1999-05-01,65599,13915,53063,19861,31910,151581,44622,47022,75662,223639,76091,44753,0,36150,37012,33507,24477,17334,68908,1065106
"942","Overnattinger i alt",1999-06-01,95387,27560,123484,60965,50685,233762,85573,113121,190851,281262,96237,104179,0,64778,68794,50530,37575,23588,129329,1837660
"943","Overnattinger i alt",1999-07-01,78999,59922,183179,73081,72583,275147,106783,145908,353414,290584,89613,136196,0,130417,78287,112642,50975,25674,152889,2416293
"944","Overnattinger i alt",1999-08-01,90112,36149,157139,43879,63590,248630,89241,88825,264294,307959,99569,123080,0,85225,52040,52638,35247,22631,119741,1979989
"945","Overnattinger i alt",1999-09-01,76597,22772,103556,21946,43758,152332,52502,55857,174573,229890,84782,58570,0,59544,44729,34942,25878,17724,94627,1354579
"946","Overnattinger i alt",1999-10-01,72945,18909,81179,17247,32244,110817,42279,50708,102565,213856,79318,29306,0,45116,44276,35584,24613,16422,94373,1111757
"947","Overnattinger i alt",1999-11-01,63780,13790,69549,18357,32183,107614,39368,52824,92201,188496,77736,26364,0,39023,42775,27451,24256,15495,87643,1018905
"948","Overnattinger i alt",1999-12-01,41631,14038,90734,10634,35320,73561,25016,31112,115564,129665,48241,16862,0,38822,29385,20999,14301,10124,57546,803555
"949","Overnattinger i alt",2000-01-01,53496,24562,132869,10316,52971,75167,24474,33440,180094,156755,54542,14637,0,47803,32619,23239,14207,9755,69682,1010628
"950","Overnattinger i alt",2000-02-01,58199,29050,182298,13957,65204,93554,29780,43652,261146,175278,63765,21920,0,64899,35911,28162,17542,12890,96677,1293884
"951","Overnattinger i alt",2000-03-01,65711,37149,203062,22295,71575,112305,40233,60818,282386,189199,64369,27534,0,72593,42485,38777,20706,14461,102899,1468557
"952","Overnattinger i alt",2000-04-01,49644,26018,141491,17348,42881,100255,32656,40629,161083,136984,52828,23058,0,44122,28670,27110,16177,11439,78888,1031281
"953","Overnattinger i alt",2000-05-01,70103,15458,56173,18287,21612,150779,46264,48415,67177,201316,72023,41202,0,37338,39333,33095,23130,20008,72286,1033999
"954","Overnattinger i alt",2000-06-01,95850,28796,114058,53876,45108,231961,85182,102262,176456,259562,80241,106220,0,66837,68390,67869,38306,23470,123803,1768247
"955","Overnattinger i alt",2000-07-01,105691,57723,178236,72314,66773,269075,109124,140287,335960,290587,82045,141144,0,120636,76432,119373,50542,26943,154098,2396983
"956","Overnattinger i alt",2000-08-01,99634,36522,155299,44700,59543,244740,87130,91331,264193,317177,87113,120252,0,91483,51993,56177,38287,27435,133453,2006462
"957","Overnattinger i alt",2000-09-01,79900,23362,103902,22889,42730,157319,54943,54400,176767,227462,74372,58395,0,65462,43817,36690,27323,20699,99052,1369484
"958","Overnattinger i alt",2000-10-01,74020,17374,79583,18187,29408,115300,43089,52941,92541,220462,72657,30573,0,45578,41986,30331,24133,18207,92026,1098396
"959","Overnattinger i alt",2000-11-01,68804,13551,71635,17966,31019,108865,42447,50935,98265,212015,70659,27700,0,37247,44215,29338,24227,17441,84496,1050825
"960","Overnattinger i alt",2000-12-01,43569,14073,110566,11240,31052,73094,27278,27981,122296,142763,47605,18271,0,38197,28627,17584,15614,12922,53180,835912
"961","Overnattinger i alt",2001-01-01,59310,27403,136604,12570,46305,71489,26767,30499,167953,173989,52353,14489,0,47231,37022,22651,16081,12088,68655,1023459
"962","Overnattinger i alt",2001-02-01,58820,31234,189911,14835,63618,84661,29882,36409,265531,170393,64912,18762,0,69901,40123,25842,17713,14632,80179,1277358
"963","Overnattinger i alt",2001-03-01,74473,31970,200332,23869,66574,109125,42282,59791,276861,201265,77178,24679,0,75489,47636,32426,24182,20763,113197,1502092
"964","Overnattinger i alt",2001-04-01,52256,25377,158480,15431,38780,96239,28758,39189,167844,142167,58939,24140,0,47950,30714,25327,18688,16305,72983,1059567
"965","Overnattinger i alt",2001-05-01,67409,16525,54575,17869,19667,150718,45362,46961,64960,224289,75809,47943,0,33659,36922,34067,25555,21705,71389,1055384
"966","Overnattinger i alt",2001-06-01,95011,27821,109215,51794,44269,221941,85738,115442,169890,274742,87768,106744,0,64553,73142,52320,35632,27729,121151,1764902
"967","Overnattinger i alt",2001-07-01,107741,57386,180043,67976,72299,261447,107219,147326,327408,291166,84851,139013,0,117175,74288,128556,49487,32497,163840,2409718
"968","Overnattinger i alt",2001-08-01,95765,34596,145643,41903,55868,247301,83811,85813,259077,325058,85692,122001,0,81116,54641,54030,37612,28560,130734,1969221
"969","Overnattinger i alt",2001-09-01,77689,20791,103903,20085,38883,161150,49022,51811,154743,245275,78308,58287,0,57166,45178,36076,27480,22522,102030,1350399
"970","Overnattinger i alt",2001-10-01,68211,15688,82544,18318,27939,121012,40015,46141,91255,206036,80755,33222,0,44928,43014,31391,24280,20481,104733,1099963
"971","Overnattinger i alt",2001-11-01,68821,11139,76601,16350,27241,108483,40624,51389,91169,220408,77233,28308,0,39004,46677,28916,24912,19117,91485,1067877
"972","Overnattinger i alt",2001-12-01,42151,14065,106746,10198,30663,72552,26919,29816,120188,143687,45740,18915,0,40832,29263,18774,15529,11171,58795,836004
"973","Overnattinger i alt",2002-01-01,61240,25944,128494,12200,46106,75071,27549,32063,163236,166334,54588,15869,0,49344,39530,20545,21581,12396,68725,1020815
"974","Overnattinger i alt",2002-02-01,59471,32230,201206,14578,57468,88031,32631,38541,261663,174476,61929,20806,0,70870,41070,24695,20576,14851,96155,1311247
"975","Overnattinger i alt",2002-03-01,58327,37176,234189,14198,74860,96766,37634,45090,309698,170684,67377,25885,0,78608,34168,28371,21989,15816,105202,1456038
"976","Overnattinger i alt",2002-04-01,68361,20037,135519,17428,36838,103674,38103,47820,112137,176011,67931,25246,0,35026,38543,24313,24861,16119,78025,1065992
"977","Overnattinger i alt",2002-05-01,72430,15658,53198,15863,21479,145349,41725,44643,63419,200558,70865,47814,0,28772,32336,33699,27059,18001,60839,993707
"978","Overnattinger i alt",2002-06-01,101247,28569,103130,54947,42532,224930,87455,113295,164156,292604,85517,104779,0,62893,74784,54686,43653,27293,125729,1792199
"979","Overnattinger i alt",2002-07-01,96486,57723,172618,70214,54926,250902,103401,141639,294111,296183,102527,136672,0,113705,73222,137172,55266,30979,153046,2340792
"980","Overnattinger i alt",2002-08-01,95351,33686,135697,41426,52244,246589,81408,81044,233485,315102,99650,119832,0,76597,50565,56182,47184,23629,127401,1917072
"981","Overnattinger i alt",2002-09-01,83377,18589,97716,22367,38423,158211,53749,49377,155090,230605,76601,57899,0,54266,46059,33441,29297,21069,92203,1318339
"982","Overnattinger i alt",2002-10-01,83812,14133,77981,18245,29074,122499,45135,45711,88835,224741,76227,31562,0,41045,44722,29670,29701,18389,97177,1118659
"983","Overnattinger i alt",2002-11-01,80839,10864,78362,17363,32611,113875,44478,47766,90458,224405,81881,25872,0,34060,46618,27425,28303,20211,83643,1089034
"984","Overnattinger i alt",2002-12-01,41840,12483,94860,10096,31043,69937,26163,26634,104657,127424,44985,15385,0,37709,28358,14817,15069,11113,51059,763632
"985","Overnattinger i alt",2003-01-01,67327,17975,118132,12265,39364,72872,28029,29727,133619,155772,53866,13686,0,47312,36284,19879,21737,14435,65434,947715
"986","Overnattinger i alt",2003-02-01,67616,30270,181016,15236,56500,87264,31930,38783,210613,164553,62488,20962,0,69670,37414,22488,20931,14848,83563,1216145
"987","Overnattinger i alt",2003-03-01,74315,22420,194911,20855,59669,103001,40258,49298,226386,182427,69838,25672,0,66678,46480,29473,25384,16907,96105,1350077
"988","Overnattinger i alt",2003-04-01,55473,20414,147158,14896,33503,91566,35159,36657,146538,137904,58320,23725,0,46242,30604,24542,21290,12862,73312,1010165
"989","Overnattinger i alt",2003-05-01,74804,13787,53136,18934,19443,160304,48647,50371,59588,221186,79312,47042,0,31244,39813,35284,28418,17741,78549,1077603
"990","Overnattinger i alt",2003-06-01,97228,21818,95988,51323,40749,207409,81855,110264,152187,263753,92083,90715,0,53091,74369,50219,41583,24493,124687,1673814
"991","Overnattinger i alt",2003-07-01,84457,43027,161623,67572,56953,235575,106528,144200,270942,274220,102750,125861,0,97714,73149,116586,59356,35240,152582,2208335
"992","Overnattinger i alt",2003-08-01,90658,25060,136566,41587,47960,237229,81673,87141,230178,306817,98838,115765,0,73124,54618,56576,44372,27128,130762,1886052
"993","Overnattinger i alt",2003-09-01,86184,14739,99675,19508,35480,152921,54079,53107,149328,228377,76911,56448,0,55876,47127,30379,30735,20350,88523,1299747
"994","Overnattinger i alt",2003-10-01,79721,12279,82546,17009,28637,123054,44625,46506,85673,220970,77999,29812,0,40161,49389,27255,28693,18527,95709,1108565
"995","Overnattinger i alt",2003-11-01,83794,9971,86422,14949,27908,105460,42031,48768,86592,230583,79594,24850,0,32580,49455,27427,23233,19365,83926,1076908
"996","Overnattinger i alt",2003-12-01,44460,8628,108189,9214,26799,69130,24606,28292,94722,140190,44609,13987,0,36828,30000,18410,14415,11415,57303,781197
"997","Overnattinger i alt",2004-01-01,70139,19574,128805,12227,42572,79951,26019,29953,129866,161549,53795,16208,0,48027,37483,23526,21832,12987,68623,983136
"998","Overnattinger i alt",2004-02-01,71294,19475,214419,14587,60137,95233,29870,39808,217768,174745,65672,22109,0,72756,44056,23974,18840,15480,89704,1289927
"999","Overnattinger i alt",2004-03-01,87281,25072,196767,18384,61030,110801,43716,50327,224995,204608,76217,25099,0,67503,48972,29818,25359,18900,109194,1424043
"1000","Overnattinger i alt",2004-04-01,58733,20968,151973,16292,33822,98668,32148,36133,139881,151294,61078,24058,0,47119,33110,26686,21825,17775,80194,1051757
"1001","Overnattinger i alt",2004-05-01,76214,14706,50861,19283,20900,152641,43833,45148,64255,220998,76602,49652,0,27755,39059,32125,26159,21143,78826,1060160
"1002","Overnattinger i alt",2004-06-01,112510,25129,100745,52085,42110,224226,84869,112185,149370,301728,98253,100552,0,52240,78382,56471,44282,27575,135179,1797891
"1003","Overnattinger i alt",2004-07-01,114566,52465,163976,67757,49177,262417,117812,144060,281217,305662,96641,132881,0,109732,78999,130777,61126,33665,165033,2367963
"1004","Overnattinger i alt",2004-08-01,104857,28495,137921,43959,44814,248986,88994,83379,219291,319661,108857,114398,0,74647,54175,62240,44565,25412,134431,1939082
"1005","Overnattinger i alt",2004-09-01,98519,15405,100099,20774,34257,163623,50466,48280,153590,257729,86478,53584,0,53478,48115,34297,30635,22986,105081,1377396
"1006","Overnattinger i alt",2004-10-01,89556,12327,80623,17805,27871,120160,41896,46048,83439,248258,74085,31402,0,39163,48263,28173,26381,19217,99823,1134490
"1007","Overnattinger i alt",2004-11-01,85792,11087,74700,16594,28571,115994,41772,51168,90116,239611,82728,24458,0,30661,49126,29971,23485,18856,95379,1110069
