"","purpose","month","Akershus","Aust-Agder","Buskerud","Finnmark - Finnmárku","Hedmark","Hordaland","Møre og Romsdal","Nordland","Oppland","Oslo","Rogaland","Sogn og Fjordane","Svalbard","Telemark","Troms - Romsa","Vest-Agder","Vestfold","Østfold","Trondelag","Norge"
"160","Ferie, fritid",1999-04-01,10697,17926,108047,4998,24987,36297,6094,12210,116615,33369,9362,9107,0,31292,10303,10987,3795,1883,31353,479322
"161","Ferie, fritid",1999-05-01,21557,6711,29454,6762,14033,76449,16059,12655,51388,72563,13079,29000,0,20628,11365,12306,5524,3997,22685,426215
"162","Ferie, fritid",1999-06-01,41279,16237,95030,44090,32137,162676,47120,73648,142260,104003,24800,88209,0,44898,35301,22991,11783,9653,69406,1065521
"163","Ferie, fritid",1999-07-01,60869,51810,174815,65119,61488,235141,87133,134366,327332,184510,40313,126137,0,121798,65854,95072,41649,19634,126818,2019858
"164","Ferie, fritid",1999-08-01,44905,26275,131923,32641,44304,190815,60370,64276,225008,158807,26540,110512,0,64928,30128,30660,14740,9520,69561,1335913
"165","Ferie, fritid",1999-09-01,19808,12397,63750,6775,23198,71587,14120,16691,125459,66297,9675,37797,0,36262,12587,9427,5134,3755,32508,567227
"166","Ferie, fritid",1999-10-01,16594,10017,39950,3238,11624,37045,10462,11721,57216,55266,11578,10244,0,20802,12890,10966,3929,2255,26381,352178
"167","Ferie, fritid",1999-11-01,12112,4251,28692,3112,11232,31335,8691,8877,45432,36615,11544,8786,0,13892,11306,7271,3737,2595,22421,271901
"168","Ferie, fritid",1999-12-01,11343,9283,69707,2493,23790,30394,8408,12829,88967,30899,10286,9166,0,27130,11233,7550,4076,2500,25686,385740
"169","Ferie, fritid",2000-01-01,11166,18457,92641,2590,38183,19001,4939,8755,129146,33473,7578,4297,0,32999,9324,6297,2191,2038,23435,446510
"170","Ferie, fritid",2000-02-01,12303,22242,139804,2502,47583,27086,6069,10667,200923,38471,7653,5636,0,43102,10776,9975,2942,2803,38911,629448
"171","Ferie, fritid",2000-03-01,11547,29125,151236,5267,51783,36210,6967,16200,222865,41941,8925,8693,0,48961,11762,15779,3067,3064,35110,708502
"172","Ferie, fritid",2000-04-01,11763,19326,105340,6040,29719,39212,8134,14647,128596,36989,12307,12321,0,30232,8388,10794,3988,3020,36185,517001
"173","Ferie, fritid",2000-05-01,19601,6864,31674,5098,7847,67568,14036,16080,37836,61658,12872,23794,0,19104,9934,10816,5850,6288,21204,378124
"174","Ferie, fritid",2000-06-01,51061,20067,89425,41121,28806,152312,51417,73240,146516,113628,22684,93746,0,52505,35714,41347,15314,10470,68224,1107597
"175","Ferie, fritid",2000-07-01,88196,51780,169945,65975,59828,216175,94403,120629,310583,191057,45105,133856,0,113834,60627,94610,38360,19953,121230,1996146
"176","Ferie, fritid",2000-08-01,54424,28376,120908,31578,43592,177916,58887,62408,230221,162076,26608,107615,0,72049,28034,33833,17756,11901,77838,1346020
"177","Ferie, fritid",2000-09-01,22421,12688,64808,6762,26161,71961,20058,15539,127477,75196,14004,36093,0,39321,11228,12048,5735,5587,35547,602634
"178","Ferie, fritid",2000-10-01,17445,8775,39457,3073,11132,31717,9231,8722,52370,57295,14712,11001,0,21759,8825,7043,3879,4467,24673,335576
"179","Ferie, fritid",2000-11-01,12038,3910,30814,3064,10807,26278,9549,12250,49732,49403,15303,7332,0,13084,12684,8211,3104,3342,21584,292489
"180","Ferie, fritid",2000-12-01,15666,9038,88610,3250,22796,29847,10995,9657,100411,39434,12916,8441,0,27686,11978,6174,4913,4519,24400,430731
"181","Ferie, fritid",2001-01-01,11559,20066,92445,2965,31905,14690,5337,7547,117200,36290,7948,3543,0,31933,12246,5700,1485,2312,23289,428460
"182","Ferie, fritid",2001-02-01,11934,23146,151883,2817,49010,22297,5842,6150,215525,38566,12757,5689,0,51726,13221,9905,3245,3938,28919,656570
"183","Ferie, fritid",2001-03-01,15047,24930,150272,7366,46954,34974,7535,13861,212977,48996,15738,6163,0,53617,13454,12739,3447,4164,40976,713210
"184","Ferie, fritid",2001-04-01,11815,18879,133367,5100,27755,38002,8589,11264,137721,38815,11878,11022,0,35049,10022,9859,4489,4056,31106,548788
"185","Ferie, fritid",2001-05-01,17673,7834,27191,5181,8121,71424,12909,12448,37446,64652,15617,30991,0,18950,9319,11076,5186,5714,22763,384495
"186","Ferie, fritid",2001-06-01,48568,17109,83068,38607,29024,144190,52265,78494,137406,121595,27594,89460,0,48557,40901,27673,13957,13047,72111,1083626
"187","Ferie, fritid",2001-07-01,88354,52160,172466,60082,54697,214385,82445,128921,305962,196550,48117,131311,0,112279,53950,110796,37308,24239,131489,2005511
"188","Ferie, fritid",2001-08-01,50088,25497,121454,27544,40597,175082,57512,53252,224500,173731,31278,107611,0,66055,28824,33314,16161,14935,76772,1324207
"189","Ferie, fritid",2001-09-01,22025,11162,63069,6180,22213,72338,17729,13626,107619,84606,17252,37278,0,34479,13358,12373,5780,5815,35079,581981
"190","Ferie, fritid",2001-10-01,14497,7773,41780,3322,12519,36473,8368,9065,50961,55193,12892,9140,0,21831,11844,7949,3214,4486,25128,336435
"191","Ferie, fritid",2001-11-01,13968,3701,34986,3082,10659,30380,9171,10940,49326,59664,15117,9342,0,14552,14917,8219,4669,4075,26672,323440
"192","Ferie, fritid",2001-12-01,15437,9174,88818,2761,21368,29959,8327,11503,99771,44486,10870,8649,0,29217,12118,7175,4391,4019,25773,433816
"193","Ferie, fritid",2002-01-01,11846,19074,88974,3068,31943,15884,4551,6578,111105,38659,7753,3109,0,32829,10900,5755,2701,2612,16887,414228
"194","Ferie, fritid",2002-02-01,13178,26255,164833,3736,41344,27270,6728,8389,214747,45138,13035,6014,0,53773,11339,10882,3604,4405,35841,690511
"195","Ferie, fritid",2002-03-01,13341,31260,191941,3684,60680,38802,7518,11130,250980,51316,15282,10136,0,62079,10037,12726,4583,5230,47842,828567
"196","Ferie, fritid",2002-04-01,12078,11304,95976,3700,21348,31434,7558,11249,72754,44214,10596,6707,0,14633,8886,6569,3801,4434,21507,388748
"197","Ferie, fritid",2002-05-01,24273,6414,31726,5525,9419,69920,16085,14337,39197,69059,16369,33940,0,17649,9177,14242,5533,6035,21349,410249
"198","Ferie, fritid",2002-06-01,50906,18151,81692,42267,28779,141073,54190,76661,126169,130571,30279,77758,0,44501,42187,29085,14538,11813,73882,1074502
"199","Ferie, fritid",2002-07-01,78525,51015,165507,63031,45616,207557,84774,124825,270802,207828,64670,129904,0,104115,61784,119900,38366,24408,129919,1972546
"200","Ferie, fritid",2002-08-01,50533,23678,114701,30586,38643,181622,55219,57044,202830,175280,41143,108849,0,58892,29537,36099,18715,12003,71453,1306827
"201","Ferie, fritid",2002-09-01,20700,9982,57489,5704,21834,75602,18138,14334,110825,80985,13281,35336,0,35286,11878,12034,5230,5898,31185,565721
"202","Ferie, fritid",2002-10-01,19397,6702,37967,2614,11984,38980,7700,9981,48328,56478,13248,10458,0,20723,10897,10424,4326,5412,27339,342958
"203","Ferie, fritid",2002-11-01,15201,3455,41267,2904,13966,35641,10646,15685,53740,62541,17310,9435,0,12202,13958,8614,5351,5231,23487,350634
"204","Ferie, fritid",2002-12-01,12025,9065,79167,2422,22876,27781,6640,10308,84943,33694,9135,5457,0,25312,10363,5307,4549,3871,20389,373304
"205","Ferie, fritid",2003-01-01,13437,12547,81249,2585,26019,17327,4992,6448,93907,33139,8173,3884,0,31763,8957,5937,3270,3498,21220,378352
"206","Ferie, fritid",2003-02-01,15254,25735,146396,3679,43740,27405,5321,9341,175710,41371,11663,6474,0,52724,9289,8222,3756,4972,30631,621683
"207","Ferie, fritid",2003-03-01,15611,14896,145255,4398,43684,35410,5986,13401,181487,47192,12769,6241,0,49330,11846,10050,3564,5045,30585,636750
"208","Ferie, fritid",2003-04-01,14874,14323,122766,4022,22106,36867,10645,10831,123941,38581,11165,10928,0,34074,7279,9940,5818,4382,30073,512615
"209","Ferie, fritid",2003-05-01,22353,5518,28552,5936,8352,72377,16243,16925,38195,74734,18650,31599,0,16822,9954,14831,6639,5904,26070,419654
"210","Ferie, fritid",2003-06-01,45617,12258,71695,38280,26552,131722,53367,75029,128024,111942,28462,72953,0,39590,39498,27692,16259,12249,65461,996650
"211","Ferie, fritid",2003-07-01,63953,38884,147587,59831,49170,191095,84737,131366,257855,188644,66073,117915,0,90380,59110,99028,43448,28425,124115,1841616
"212","Ferie, fritid",2003-08-01,49610,17102,115361,30768,35277,174712,60272,63706,208116,176934,39387,103897,0,57447,30309,37054,23376,13463,74646,1311437
"213","Ferie, fritid",2003-09-01,25291,6295,62762,6636,19646,68990,18076,13942,111591,74513,16566,35815,0,33271,11432,10351,5525,5970,29820,556492
"214","Ferie, fritid",2003-10-01,18472,4163,41466,2975,12793,38435,10398,9651,53892,63592,15181,9998,0,20795,11060,7818,4571,5343,28971,359574
"215","Ferie, fritid",2003-11-01,20079,2911,45836,2806,12890,32625,10771,12446,50962,70050,16321,7234,0,13001,14169,7835,5081,6266,24880,356163
"216","Ferie, fritid",2003-12-01,14521,4719,85658,2206,18366,26121,6535,8890,78763,40499,10681,5600,0,26053,10623,6311,4162,4279,25236,379223
"217","Ferie, fritid",2004-01-01,17277,12430,93528,2516,29387,20715,5413,7094,85081,42987,6630,4205,0,34582,10092,8092,3814,3671,19693,407207
"218","Ferie, fritid",2004-02-01,17635,13474,183865,3083,46648,29730,6495,9205,176365,48747,9464,8316,0,58017,12606,8252,4040,5447,34129,675518
"219","Ferie, fritid",2004-03-01,14157,13405,145773,4283,42628,34868,7601,11655,172960,57028,12646,5132,0,48956,11319,8927,3325,4425,31729,630817
"220","Ferie, fritid",2004-04-01,15278,13455,128910,5912,22314,43101,8136,10732,116230,49093,10974,10862,0,37620,9844,8980,4669,5615,32525,534250
"221","Ferie, fritid",2004-05-01,28922,6802,27717,7208,10296,79511,18148,16969,44736,84904,20615,33574,0,16431,12202,12714,6958,8375,27826,463908
"222","Ferie, fritid",2004-06-01,56940,12508,73904,38063,24604,143835,51644,74456,121313,132829,28090,84032,0,38185,39403,26746,14898,12556,66679,1040685
"223","Ferie, fritid",2004-07-01,90187,45282,153044,60294,36806,214436,95562,126246,265487,217678,53766,123551,0,103315,62700,100624,46837,27953,126555,1950323
"224","Ferie, fritid",2004-08-01,59120,18706,113893,32008,30233,182694,61909,58786,197314,175435,36360,100708,0,60890,27462,38595,21844,14056,73461,1303474
"225","Ferie, fritid",2004-09-01,30806,7006,61902,6113,17539,77010,17865,10330,114850,85275,16203,34376,0,34508,11872,11886,6426,8470,32139,584576
"226","Ferie, fritid",2004-10-01,24946,4491,42109,3164,11934,42059,9993,10167,49828,72614,13507,12802,0,21825,14286,8372,5317,6923,30772,385109
"227","Ferie, fritid",2004-11-01,19549,3689,37107,3019,11160,36466,9810,9909,57996,58869,15313,8867,0,13195,14010,7908,4460,5987,26039,343353
"228","Ferie, fritid",2004-12-01,16146,4040,82547,2249,21372,29471,7402,7684,75937,44692,10575,7393,0,25734,11327,6616,4572,5461,26585,389803
"229","Ferie, fritid",2005-01-01,19135,9442,104923,3302,27466,20488,5174,6157,94153,44266,9015,4071,0,29535,10474,6230,4425,3504,22201,423961
"230","Ferie, fritid",2005-02-01,19849,13508,168077,3847,41165,31814,6515,7311,181463,51267,12222,6768,0,51073,10538,9618,4653,6252,38059,663999
"231","Ferie, fritid",2005-03-01,18297,14503,187048,4014,50240,40574,6178,8143,217640,49925,12219,10837,0,60024,9140,11743,4269,5128,39706,749628
"232","Ferie, fritid",2005-04-01,21032,8252,78701,5283,15416,36164,7913,10914,66818,51094,14209,10785,0,17570,11138,14048,5826,6270,24415,405848
"233","Ferie, fritid",2005-05-01,22752,6885,25501,8822,8718,83413,18043,17692,43582,81773,19536,33594,0,16560,10134,13676,8126,8733,24294,451834
"234","Ferie, fritid",2005-06-01,53400,13647,69986,38549,22756,147146,50780,74734,122895,128018,31810,82515,0,37018,37488,32489,17147,12776,68112,1041266
"235","Ferie, fritid",2005-07-01,79472,41690,143194,58962,40459,208600,90804,125740,258832,207217,69253,118391,0,98246,54886,94165,43250,27937,132746,1893844
"236","Ferie, fritid",2005-08-01,63054,20334,116648,36147,34829,185989,63352,58320,210674,181116,46387,103239,0,63817,26296,47576,20356,14894,74382,1367410
"237","Ferie, fritid",2005-09-01,33045,7227,57271,8631,17844,76594,17180,14076,112017,94587,18092,35353,0,35235,9456,13421,6384,8212,31684,596309
"238","Ferie, fritid",2005-10-01,24495,5904,46403,4564,11763,45984,9509,12285,56032,72059,14042,12857,0,22665,8818,10836,5613,4860,29643,398332
"239","Ferie, fritid",2005-11-01,19872,3186,27472,3618,11488,34687,8792,14485,42899,63004,13838,7890,0,13239,9892,8494,4506,4612,26907,318881
"240","Ferie, fritid",2005-12-01,13889,5040,72436,3028,18892,31541,6932,10825,82194,56043,8730,8452,0,25423,9854,6826,5515,4113,26280,396013
"241","Ferie, fritid",2006-01-01,14601,4361,89519,4213,27371,24137,4869,7746,86492,50530,7570,5771,0,25048,8107,5529,5852,3197,22994,397907
"242","Ferie, fritid",2006-02-01,15227,7216,148840,5445,45638,34478,5934,7019,144386,55301,10693,6748,0,47541,8143,7926,3718,4220,35966,594439
"243","Ferie, fritid",2006-03-01,15881,8489,130415,5709,34898,34666,8690,11991,150995,64943,14074,7477,0,39574,9993,10684,4822,4474,32899,590674
"244","Ferie, fritid",2006-04-01,14429,8373,131391,5330,22375,47570,11299,11718,114978,56914,13835,18016,0,33171,8148,10775,6663,4178,33295,552458
"245","Ferie, fritid",2006-05-01,23850,5986,25103,6849,7360,73473,20248,15990,36119,88037,24378,35746,0,14957,10056,14440,8150,7347,29261,447350
"246","Ferie, fritid",2006-06-01,45907,13294,68571,41871,25798,136283,53452,73797,128034,131400,31248,89781,0,39443,36644,29775,18595,13282,66304,1043479
"247","Ferie, fritid",2006-07-01,82707,45695,126803,64164,33667,201666,94164,126341,247698,225817,66598,134692,0,86863,55000,105598,50964,22855,130722,1902014
"248","Ferie, fritid",2006-08-01,55256,20288,110023,33094,29577,195377,70036,61892,192707,191688,45512,122399,0,59965,27999,39155,23501,14605,79256,1372330
"249","Ferie, fritid",2006-09-01,29645,7155,57539,8458,19475,86824,22420,15751,107434,92848,21891,44510,0,34591,14055,12539,10638,7481,37519,630773
"250","Ferie, fritid",2006-10-01,20839,4696,38211,4689,10780,42761,10312,13036,50012,74348,15594,12668,0,19395,11195,9573,6507,4592,30150,379358
"251","Ferie, fritid",2006-11-01,17824,3814,32376,3639,10171,36597,9185,14160,46689,67985,15416,8165,0,12949,13781,8490,5752,4844,28813,340650
"252","Ferie, fritid",2006-12-01,13453,4982,80954,3903,19282,34592,8140,12513,74462,60606,12597,8510,0,23316,11814,8047,5212,4409,25956,412748
"253","Ferie, fritid",2007-01-01,16766,5358,90825,5078,24467,23989,5665,8866,86876,50124,9946,4785,0,24920,10095,4856,4956,3190,22377,403139
"254","Ferie, fritid",2007-02-01,19519,9342,144784,5779,42305,37492,6143,8442,148055,52005,12029,7281,0,50222,11732,8553,5206,4026,35575,608490
"255","Ferie, fritid",2007-03-01,18895,9100,133328,7410,39844,42815,10054,11603,163957,73592,15877,9683,0,47956,10545,10520,6607,4497,40556,656839
"256","Ferie, fritid",2007-04-01,16225,7456,109807,5472,19968,48549,11103,10653,104699,54403,15336,15942,0,26262,10035,11663,8205,4828,32508,513114
"257","Ferie, fritid",2007-05-01,27582,6133,30055,7705,9753,82580,20195,16636,35458,85026,22168,37246,0,13769,11276,14974,8612,8534,25037,462739
"258","Ferie, fritid",2007-06-01,50133,13940,75865,42480,23875,150650,55208,69844,115897,123234,34425,91473,0,40306,36231,28974,19737,14385,68947,1055604
"259","Ferie, fritid",2007-07-01,93349,41461,139308,57964,36867,208298,87728,127172,241269,225166,64273,140579,0,83187,58477,89696,39247,23412,120044,1877497
"260","Ferie, fritid",2007-08-01,67785,18555,118159,33856,28191,193222,68122,59407,197107,182154,44659,118149,0,61583,30233,40433,25291,15831,78383,1381120
"261","Ferie, fritid",2007-09-01,33945,7699,52634,8513,17272,85848,20057,13803,101476,91874,25147,38307,0,33454,12879,13663,9379,9168,33502,608620
"262","Ferie, fritid",2007-10-01,27002,4559,34746,4663,12649,50382,8762,10004,55781,78484,17527,13304,0,21065,10874,9534,7243,6134,28904,401617
"263","Ferie, fritid",2007-11-01,22871,4302,32986,3315,13653,41577,11418,14439,45503,77747,18286,8135,0,15953,14238,8917,6055,5159,28813,373367
"264","Ferie, fritid",2007-12-01,17686,5363,64138,2704,19224,31452,6154,10805,77838,67326,12626,7444,0,28808,11798,8345,5982,3566,25450,406709
"265","Ferie, fritid",2008-01-01,18060,6311,85413,3752,24158,23605,5970,7372,77164,58530,10467,6668,0,30340,10716,7515,5257,2970,28386,412654
"266","Ferie, fritid",2008-02-01,19819,9202,135170,6643,37224,42423,6834,9070,154338,60241,12291,7726,0,59069,13060,10028,7140,4365,34520,629163
"267","Ferie, fritid",2008-03-01,15656,10061,148262,6691,39481,49829,7331,9924,175244,64985,11865,10845,0,62710,11773,11181,5721,4153,40924,686636
"268","Ferie, fritid",2008-04-01,20129,6376,66826,5812,13502,46338,10825,13638,53205,66405,16373,10147,0,14883,11098,8026,7768,4900,24212,400463
"269","Ferie, fritid",2008-05-01,30727,5827,36786,10614,8988,88104,24300,21004,45692,98710,23270,38682,0,15656,12660,15908,12015,10448,27585,526976
"270","Ferie, fritid",2008-06-01,54909,13047,71807,42394,17422,141776,49834,71442,112286,118785,33419,82432,0,35904,34174,29011,18131,11898,70032,1008703
"271","Ferie, fritid",2008-07-01,74643,36261,135126,54686,32068,208716,83719,111777,223228,213452,58939,125749,0,90851,51587,83831,40298,21603,118196,1764730
"272","Ferie, fritid",2008-08-01,52741,14593,106946,36515,25733,171300,58369,58055,172413,150569,42991,104258,0,53880,28456,30546,19850,15448,73861,1216524
"273","Ferie, fritid",2008-09-01,28920,6595,50783,7743,17381,74935,17376,22005,101789,90149,19599,35346,0,32957,12434,12181,10426,6765,36206,583590
"274","Ferie, fritid",2008-10-01,23006,4314,30655,4228,9484,46879,10292,11097,45451,86793,14978,12343,0,20788,12127,10176,6891,4952,33237,387691
"275","Ferie, fritid",2008-11-01,18227,3174,32325,3961,11316,42167,9985,12786,40785,78439,16359,8270,0,14189,14568,7510,6362,5523,31603,357549
"276","Ferie, fritid",2008-12-01,16095,5379,65091,4404,17201,31246,6439,10081,72227,61047,9443,7044,0,26161,10125,6025,5119,3954,24191,381272
"277","Ferie, fritid",2009-01-01,17900,6639,83971,4566,19441,26912,5949,8731,78850,57792,8712,4809,0,32265,9930,7316,4762,3155,32929,414629
"278","Ferie, fritid",2009-02-01,19905,10493,111152,6113,32436,33975,6790,8736,122652,63644,11804,6753,0,48905,12615,6947,4678,3733,34635,545966
"279","Ferie, fritid",2009-03-01,20880,12608,102525,10774,26744,33338,10539,12029,114002,63834,18636,6109,0,44432,12690,7685,6049,4688,44300,551862
"280","Ferie, fritid",2009-04-01,19089,8887,104204,6925,21231,46126,10442,9630,91577,60639,15084,16750,0,30283,8902,11374,7632,4921,29686,503382
"281","Ferie, fritid",2009-05-01,30777,6039,29276,10420,10228,77612,22083,18412,39329,103201,22652,32302,0,18820,14141,16168,11346,9013,36543,508362
"282","Ferie, fritid",2009-06-01,53691,14813,59861,37511,18341,123005,49765,71072,99643,128799,37722,67950,0,33366,29761,30178,20462,12038,67235,955213
"283","Ferie, fritid",2009-07-01,82029,33466,122044,51521,37377,197213,93099,119705,212454,220646,70696,122229,0,81491,54935,82345,40476,29351,126158,1777235
"284","Ferie, fritid",2009-08-01,56972,13212,92529,36933,27927,169357,59143,64545,162516,175744,53677,99089,0,53841,31598,33894,22089,15320,79400,1247786
"285","Ferie, fritid",2009-09-01,32224,5520,52887,11396,16336,80535,20309,17016,97458,99627,18820,33527,0,29887,13639,13562,11521,7190,40581,602035
"286","Ferie, fritid",2009-10-01,28413,3649,32774,6522,10588,52329,11039,13354,39596,114091,22270,16285,0,17603,14135,14340,10075,5737,39761,452561
"287","Ferie, fritid",2009-11-01,22278,3293,31196,6241,9497,38632,9406,13775,43695,88646,18821,7612,0,12317,16207,8978,7739,6466,36490,381289
"288","Ferie, fritid",2009-12-01,16541,3283,86852,4705,17704,27861,6691,10485,63494,74974,11399,8955,0,20843,13480,7299,6883,5868,27367,414684
"289","Ferie, fritid",2010-01-01,18880,4410,87527,5192,20335,30955,7437,7465,61367,69992,11353,8112,0,27432,17747,6643,8003,4026,25994,422870
"290","Ferie, fritid",2010-02-01,24984,5248,134084,8052,31259,42394,7076,10395,112638,73979,14026,10508,0,48905,16482,8716,6330,7239,45216,607531
"291","Ferie, fritid",2010-03-01,21554,5250,139757,9881,27928,46649,10083,13933,127510,77848,17197,13293,0,49695,17670,9411,8881,7715,41991,646246
"292","Ferie, fritid",2010-04-01,19329,4558,94451,6638,15141,53789,11166,11243,73640,82977,18843,13411,0,20515,11806,12873,12645,8010,31341,502376
"293","Ferie, fritid",2010-05-01,30921,6205,31183,10822,10261,86907,22757,22883,37915,103223,25214,36686,0,15351,17381,18357,14241,10699,36659,537665
"294","Ferie, fritid",2010-06-01,62979,9405,61599,39876,16423,134641,49551,76805,106249,130465,39931,76141,0,46264,37318,28847,21536,14325,73720,1026075
"295","Ferie, fritid",2010-07-01,71434,30021,133650,51482,30567,202151,90425,133304,207342,227580,75502,122715,0,70063,62466,82050,45348,39671,127037,1802808
"296","Ferie, fritid",2010-08-01,62267,12738,104001,39723,26089,171955,60287,68792,154510,218902,49085,104872,0,53103,42032,35105,25965,19985,81942,1331353
"297","Ferie, fritid",2010-09-01,35001,5442,53041,12591,14628,88480,19140,18425,86852,117941,30510,39487,0,31238,16675,17611,14866,10434,45566,657928
"298","Ferie, fritid",2010-10-01,30411,3335,39585,6348,10945,62957,14256,14676,40652,123103,25185,18499,0,19462,16920,16250,12285,8406,44393,507668
"299","Ferie, fritid",2010-11-01,24713,3085,40881,6447,11751,53533,11833,15543,38940,95149,24073,10502,0,11077,16459,11524,9374,8253,36872,430009
"300","Ferie, fritid",2010-12-01,20031,4068,78508,5453,12944,39806,7887,10355,56343,85353,17350,7568,0,19738,19242,8636,6443,6260,31555,437540
"301","Ferie, fritid",2011-01-01,20262,5524,91636,5016,15903,35079,7779,8885,58453,73664,15849,9859,0,26874,18260,11094,7917,6377,31608,450039
"302","Ferie, fritid",2011-02-01,22620,6315,134609,8131,24232,46210,8711,11580,106702,81253,18266,9029,0,39329,22410,13046,8701,7451,49646,618241
"303","Ferie, fritid",2011-03-01,30202,7160,123406,9583,22905,59646,10223,17726,100915,102872,18954,10908,0,39482,22866,13619,9477,8457,43932,652333
"304","Ferie, fritid",2011-04-01,23975,6391,104035,7950,12452,59500,15333,16214,74949,102426,22041,19054,0,21202,14663,18010,15781,10204,42687,586867
"305","Ferie, fritid",2011-05-01,34002,3801,36131,13610,5444,87413,21765,23524,40483,117242,30522,35991,0,13639,22321,20082,16529,8582,38559,569640
"306","Ferie, fritid",2011-06-01,63658,10799,75373,39299,22388,150218,57936,75322,95781,174848,47318,85496,0,32355,44510,34175,25493,19861,74309,1129139
"307","Ferie, fritid",2011-07-01,91117,38690,147243,57023,34528,217091,105126,137497,190515,240613,85144,128584,0,65410,69053,81751,47753,28650,138449,1904237
